esperanto,kanji,priority,source_root,source_line
galaksi,星系,0,galaksi,5420
enantio,映ᴱ,0,enantio,4199
vernaliz,春化,0,vernaliz,7648
evident,显ᴱ,0,evident,3091
manifest,显ᴹ,0,manifest,3092
areol,晕ᴬ,0,areol,6216
nimb,晕ᴺ,0,nimb,6214
vertiĝ,晕ⱽ,0,vertig^,6215
stomp,晕染,0,stomp,6119
universal,普ᵁ,0,universal,2565
cens,普ᶜ,0,cens,2566
konjunktur,景气,0,konjunktur,6324
kristalin,晶体,0,kristalin,7694
intelekt,智ᴵ,0,intelekt,1721
obskur,暗ᴼ,0,obskur,4528
tenebr,暗ᵀ,0,tenebr,4529
kulvert,暗渠,0,kulvert,7124
sugesti,暗示,0,sugesti,5931
brutal,暴ᴮ,0,brutal,4696
tiran,暴ᵀ,0,tiran,4694
violent,暴ⱽ,0,violent,4695
brusk,暴躁,0,brusk,7610
uragan,暴风,0,uragan,3866
hiperbol,曲ᴴ,0,hiperbol,3730
romanc,曲ᴿ,0,romanc,3729
krank,曲柄,0,krank,6021
substitu,替ˢ,0,substitu,4145
dubl,替ᴰ,0,dubl,4144
sozi,替身,0,sozi,7685
minimum,最小,0,minimum,4706
monat,月ᴹ,0,monat,602
menstru,月经,0,menstru,5507
lamprid,月鱼,0,lamprid,7507
posed,有ᴾ,0,posed,754
organik,有机,0,organik,5545
jak,服ᴶ,0,jak,2848
konvink,服ᴷ,0,konvink,2849
persvad,服ᴾ,0,persvad,2850
perspektiv,望ᴾ,0,perspektiv,1428
haĝ,朝拜,0,hag^,6978
semestr,期ˢ,0,semestr,125
period,期ᴾ,0,period,124
trimestr,期ᵀ,0,trimestr,126
sorp,木ˢ,0,sorp,357
anon,木ᴬ,0,anon,372
berberis,木ᴮ,0,berberis,367
der,木ᴰ,0,der,370
evonim,木ᴱ,0,evonim,364
gnet,木ᴳ,0,gnet,361
heve,木ᴴ,0,heve,380
iksor,木ᴵ,0,iksor,458
jambos,木ᴶ,0,jambos,479
ksil,木ᴷ,0,ksil,355
muskat,木ᴹ,0,muskat,359
naŭl,木ᴺ,0,nau^l,450
orn,木ᴼ,0,orn,443
perse,木ᴾ,0,perse,457
ro,木ᴿ,0,ro,368
tili,木ᵀ,0,tili,358
ceib,木ᶜ,0,ceib,375
flog,木ᶠ,0,flog,377
zelkov,木ᶻ,0,zelkov,506
viburn,木ⱽ,0,viburn,363
suber,木栓,0,suber,7512
kapok,木棉,0,kapok,6159
papaj,木瓜,0,papaj,5857
kreozot,木馏,0,kreozot,6720
imperfekt,未完,0,imperfekt,7545
apokalips,末启,0,apokalips,7095
vermiljon,朱ⱽ,0,vermiljon,6249
rustik,朴ᴿ,0,rustik,4285
mitral,机枪,0,mitral,6318
lokomotiv,机车,0,lokomotiv,5251
murd,杀ᴹ,0,murd,5556
hibrid,杂ᴴ,0,hibrid,1416
akrobat,杂技,0,akrobat,6229
variete,杂耍,0,variete,6181
suveren,权ˢ,0,suveren,1224
aŭtoritat,权ᴬ,0,aŭtoritat,1223
statur,材ˢ,0,statur,3746
juniper,杜松,0,juniper,6617
azale,杜鹃,0,azale,7661
buked,束ᴮ,0,buked,3677
garb,束ᴳ,0,garb,3676
jug,束缚,0,jug,5190
korset,束腰,0,korset,7141
lat,条ᴸ,0,lat,4082
traktat,条约,0,traktat,5335
teni,条虫,0,teni,6275
kalik,杯ᴷ,0,kalik,1534
pokal,杯ᴾ,0,pokal,1533
tas,杯ᵀ,0,tas,1532
eminent,杰ᴱ,0,eminent,3979
prod,杰ᴾ,0,prod,3980
kolofon,松香,0,kolofon,7652
garol,松鸦,0,garol,7613
sciur,松鼠,0,sciur,5307
bret,板ᴮ,0,bret,1847
karton,板ᴷ,0,karton,1848
lad,板ᴸ,0,lad,1845
tabul,板ᵀ,0,tabul,1846
ardez,板岩,0,ardez,6370
diplo,板障,0,diplo,6663
arkt,极ᴬ,0,arkt,3402
maksimum,极ᴹ,0,maksimum,3403
polus,极ᴾ,0,polus,3404
ultra,极ᵁ,0,ultra,3406
instituci,构ᴵ,0,instituci,4084
tektonik,构造,0,tektonik,7556
skand,析ˢ,0,skand,4149
bosk,林ᴮ,0,bosk,4866
forst,林ᶠ,0,forst,4867
aniz,果ᴬ,0,aniz,1111
gujav,果ᴳ,0,gujav,1117
konsekvenc,果ᴷ,0,konsekvenc,1108
lici,果ᴸ,0,lici,1114
mirtel,果ᴹ,0,mirtel,1110
nuks,果ᴺ,0,nuks,1105
pampelmus,果ᴾ,0,pampelmus,1119
rezult,果ᴿ,0,rezult,1107
citron,果ᶜ,0,citron,1112
hort,果园,0,hort,7728
marmelad,果酱,0,marmelad,5258
rabd,枝ᴿ,0,rabd,2750
verg,枝ⱽ,0,verg,2749
kardinal,枢机,0,kardinal,5720
jujub,枣ᴶ,0,jujub,5019
zizif,枣ᶻ,0,zizif,5020
pistol,枪ᴾ,0,pistol,5823
stabl,架ˢ,0,stabl,5683
trus,架ᵀ,0,trus,5682
stip,柄ˢ,0,stip,6696
ia,某a,0,ia,31
ie,某e,0,ie,32
io,某o,0,io,29
iu,某u,0,iu,30
ies,某之,0,ies,35
ial,某因,0,ial,36
iam,某时,0,iam,33
iel,某样,0,iel,37
iom,某量,0,iom,34
kontaĝ,染ᴷ,0,kontag^,5079
tinktur,染ᵀ,0,tinktur,5078
supl,柔ˢ,0,supl,3244
tener,柔ᵀ,0,tener,3243
ĵud,柔道,0,j^ud,6332
limon,柠檬,0,limon,6412
sekvestr,查封,0,sekvestr,6228
kolon,柱ᴷ,0,kolon,3999
fost,柱ᶠ,0,fost,3998
kapitel,柱头,0,kapitel,6064
portik,柱廊,0,portik,7190
vimen,柳ⱽ,0,vimen,4790
fasĉin,柴束,0,fasc^in,7465
dizel,柴油,0,dizel,5846
diospir,柿ᴰ,0,diospir,6655
kakinok,柿ᴷ,0,kakinok,6654
ŝibu,柿涩,0,s^ibu,6837
hurd,栅ᴴ,0,hurd,4221
brisur,标ᴮ,0,brisur,1407
etiked,标ᴱ,0,etiked,1406
mark,标ᴹ,0,mark,1405
interpunkci,标点,0,interpunkci,6733
skalar,标量,0,skalar,7670
barier,栏ᴮ,0,barier,4668
rubrik,栏ᴿ,0,rubrik,4667
dendro,树ᴰ,0,dendro,948
notofag,树ᴺ,0,notofag,949
fag,树ᶠ,0,fag,947
ake,树懒,0,ake,7336
gajl,树瘤,0,gajl,5765
bolt,栓ᴮ,0,bolt,4223
dubel,栓ᴰ,0,dubel,4226
embol,栓ᴱ,0,embol,4225
rigl,栓ᴿ,0,rigl,4224
maron,栗ᴹ,0,maron,5107
gimnazi,校ᴳ,0,gimnazi,4365
muestr,样ᴹ,0,muestr,4805
nukle,核ᴺ,0,nukle,4624
drup,核果,0,drup,6233
jugland,核桃,0,jugland,6058
draĵ,根芽,0,draj^,7356
rizom,根茎,0,rizom,6761
deklinaci,格ᴰ,0,deklinaci,3196
latis,格ᴸ,0,latis,3195
maksim,格言,0,maksim,7322
laŭr,桂ᴸ,0,lau^r,5013
fram,框ᶠ,0,fram,3704
arkiv,档ᴬ,0,arkiv,3517
briĝ,桥牌,0,brig^,7150
galer,桨船,0,galer,6102
palis,桩ᴾ,0,palis,3865
sitel,桶ˢ,0,sitel,3588
barel,桶ᴮ,0,barel,3587
tin,桶ᵀ,0,tin,3589
daŭb,桶板,0,dau^b,7181
baŭ,梁ᴮ,0,bau^,5381
patn,梁ᴾ,0,patn,5383
sifilis,梅毒,0,sifilis,5836
tref,梅花,0,tref,7228
pedunkl,梗ᴾ,0,pedunkl,6123
somnambul,梦游,0,somnambul,6569
inkub,梦魔,0,inkub,6893
eskal,梯ᴱ,0,eskal,4239
trapez,梯ᵀ,0,trapez,4240
eskalon,梯队,0,eskalon,7404
skrutini,检ˢ,0,skrutini,3123
detekt,检ᴰ,0,detekt,3121
ekzamen,检ᴱ,0,ekzamen,3119
inspektor,检ᴵ,0,inspektor,3120
prokuror,检察,0,prokuror,6729
nekropsi,检尸,0,nekropsi,7385
koton,棉ᴷ,0,koton,3722
tampon,棉塞,0,tampon,6225
basbal,棒球,0,basbal,6424
arek,棕ᴬ,0,arek,5148
laŭb,棚ᴸ,0,laŭb,3947
markez,棚ᴹ,0,markez,3949
hangar,棚库,0,hangar,5183
bastion,棱堡,0,bastion,7716
prism,棱镜,0,prism,6323
sarkofag,棺ˢ,0,sarkofag,5009
botanik,植ᴮ,0,botanik,2951
fit,植ᶠ,0,fit,2953
vegetal,植ⱽ,0,vegetal,2952
flaŭr,植相,0,flau^r,7682
oval,椭圆,0,oval,5269
kopr,椰干,0,kopr,7560
sinoptik,概ˢ,0,sinoptik,4321
epitom,概ᴱ,0,epitom,4319
koncept,概ᴷ,0,koncept,4317
noci,概ᴺ,0,noci,4320
resum,概ᴿ,0,resum,4318
punik,榴ᴾ,0,punik,6154
limin,槛ᴸ,0,limin,4074
alveol,槽ᴬ,0,alveol,5625
kanel,槽ᴷ,0,kanel,5624
rabet,槽ᴿ,0,rabet,5626
trog,槽ᵀ,0,trog,5623
transvers,横ᵀ,0,transvers,4377
rung,横档,0,rung,7521
meriz,樱ᴹ,0,meriz,3957
oliv,橄榄,0,oliv,3845
glan,橡ᴳ,0,glan,4236
vizier,檐ⱽ,0,vizier,6263
debet,欠ᴰ,0,debet,3334
osced,欠ᴼ,0,osced,3335
sekundar,次ˢ,0,sekundar,734
aklam,欢呼,0,aklam,6607
eŭfori,欣快,0,eu^fori,7423
eŭroparlament,欧议,0,eu^roparlament,6849
apetit,欲ᴬ,0,apetit,722
klaŭz,款ᴷ,0,klau^z,4044
regal,款ᴿ,0,regal,4043
oper,歌剧,0,oper,5267
apne,止ᴬ,0,apne,1934
legitim,正ᴸ,0,legitim,1538
normal,正ᴺ,0,normal,1536
pozitiv,正ᴾ,0,pozitiv,1537
ortodoks,正统,0,ortodoks,5653
eŭmetrop,正视,0,eu^metrop,7300
fasad,正面,0,fasad,5151
cis,此ᶜ,0,cis,7134
marŝ,步ᴹ,0,marŝ,1841
infanteri,步兵,0,infanteri,6243
samuraj,武士,0,samuraj,7301
ambigu,歧义,0,ambigu,6937
nekr,死ᴺ,0,nekr,826
invalid,残疾,0,invalid,5189
vrak,残船,0,vrak,7633
prolifer,殖ᴾ,0,prolifer,4437
segment,段ˢ,0,segment,4345
metamer,段ᴹ,0,metamer,4346
galant,殷勤,0,galant,5735
matriark,母系,0,matriark,6863
toks,毒ᵀ,0,toks,4128
koni,毒参,0,koni,6883
upas,毒木,0,upas,7013
miasm,毒气,0,miasm,7033
ŝankr,毒疮,0,s^ankr,7405
cikut,毒芹,0,cikut,6401
mancinel,毒苹,0,mancinel,7412
viper,毒蛇,0,viper,7098
lol,毒麦,0,lol,6879
proporci,比ᴾ,0,proporci,667
lan,毛ᴸ,0,lan,1125
kapilar,毛细,0,kapilar,6053
flanel,毛绒,0,flanel,7431
raŭp,毛虫,0,raŭp,5294
demokrati,民ᴰ,0,demokrati,1205
civil,民ᶜ,0,civil,1204
folklor,民俗,0,folklor,5963
milic,民兵,0,milic,7679
gas,气ᴳ,0,gas,1306
heli,气ᴴ,0,heli,1313
kripton,气ᴷ,0,kripton,1319
meteo,气ᴹ,0,meteo,1310
neon,气ᴺ,0,neon,1314
odor,气ᴼ,0,odor,1307
pneŭmat,气ᴾ,0,pneu^mat,1311
radon,气ᴿ,0,radon,1316
fluor,气ᶠ,0,fluor,1317
veter,气ⱽ,0,veter,1308
klimat,气候,0,klimat,5111
trake,气管,0,trake,5912
emfizem,气肿,0,emfizem,6734
hidrid,氢化,0,hidrid,6756
redoks,氧减,0,redoks,7676
oksid,氧化,0,oksid,5361
sulfam,氨硫,0,sulfam,7443
azot,氮ᴬ,0,azot,5368
kloroform,氯仿,0,kloroform,7519
hidr,水ᴴ,0,hidr,595
merkred,水ᴹ,0,merkred,596
narcis,水仙,0,narcis,6059
hidrat,水合,0,hidrat,5553
akvarel,水彩,0,akvarel,6794
meduz,水母,0,meduz,6031
cement,水泥,0,cement,3953
irigaci,水渠,0,irigaci,6591
bubal,水牛,0,bubal,7717
guaŝ,水粉,0,guas^,7168
staki,水苏,0,staki,7444
most,汁ᴹ,0,most,3332
kvadratur,求积,0,kvadratur,7619
kambi,汇ᴷ,0,kambi,5697
asembl,汇编,0,asembl,6103
amalgam,汞齐,0,amalgam,6175
polu,污ᴾ,0,polu,3741
benzin,汽油,0,benzin,3935
sediment,沉ˢ,0,sediment,5475
precipit,沉ᴾ,0,precipit,5477
kason,沉箱,0,kason,7484
dun,沙丘,0,dun,6817
susur,沙响,0,susur,5329
raŭk,沙哑,0,raŭk,5293
kloak,沟ᴷ,0,kloak,4812
tranĉe,沟ᵀ,0,tranc^e,4813
konfisk,没收,0,konfisk,7151
asfalt,沥青,0,asfalt,5776
deprim,沮丧,0,deprim,5967
potam,河ᴾ,0,potam,1630
kastor,河狸,0,kastor,7086
petrol,油ᴾ,0,petrol,2918
nap,油菜,0,nap,6075
domin,治ᴰ,0,domin,1230
krat,治ᴷ,0,krat,1228
metan,沼气,0,metan,6072
metod,法ᴹ,0,metod,1785
rimed,法ᴿ,0,rimed,1786
pretor,法官,0,pretor,6267
tribunal,法院,0,tribunal,3868
bobel,泡ᴮ,0,bobel,4890
efervesk,泡ᴱ,0,efervesk,4892
infuz,泡ᴵ,0,infuz,4891
herpet,泡疹,0,herpet,7395
muar,波纹,0,muar,6261
pure,泥ᴾ,0,pure,4219
marn,泥灰,0,marn,5888
torf,泥炭,0,torf,7527
skoli,注ˢ,0,skoli,1331
glos,注ᴳ,0,glos,1330
injekt,注ᴵ,0,injekt,1328
komentari,注ᴷ,0,komentari,1329
dakriocist,泪囊,0,dakriocist,7255
lagun,泻湖,0,lagun,5972
alism,泽泻,0,alism,7547
karmin,洋红,0,karmin,6592
bapt,洗ᴮ,0,bapt,1593
deterg,洗ᴰ,0,deterg,1594
sinus,洞ˢ,0,sinus,3200
grot,洞ᴳ,0,grot,3199
aktiv,活ᴬ,0,aktiv,929
piŝt,活塞,0,pis^t,6447
sekt,派ˢ,0,sekt,4563
konfesi,派ᴷ,0,konfesi,4566
reo,流ᴿ,0,reo,1685
fluid,流体,0,fluid,5159
grip,流感,0,grip,5181
neritik,浅海,0,neritik,7040
morter,浆ᴹ,0,morter,5502
ber,浆果,0,ber,3649
seroz,浆膜,0,seroz,6994
bir,测ᴮ,0,bir,1825
gaŭĝ,测ᴳ,0,gau^g^,1826
test,测ᵀ,0,test,1827
geodezi,测地,0,geodezi,6807
romantik,浪漫,0,romantik,6330
pelag,浮ᴾ,0,pelag,5953
plankton,浮游,0,plankton,6793
holoturi,海参,0,holoturi,7460
asteri,海星,0,asteri,7237
aŭreli,海月,0,au^reli,7402
salp,海桶,0,salp,7262
procelari,海燕,0,procelari,6501
pirat,海盗,0,pirat,5943
spong,海绵,0,spong,5318
ekin,海胆,0,ekin,6311
aktini,海葵,0,aktini,7481
promontor,海角,0,promontor,7669
delfen,海豚,0,delfen,7379
fok,海豹,0,fok,5828
infiltr,浸ᴵ,0,infiltr,4111
macer,浸ᴹ,0,macer,4108
perkol,浸ᴾ,0,perkol,4110
ru,浸ᴿ,0,ru,4107
stuk,涂ˢ,0,stuk,4069
racem,消旋,0,racem,6508
desinfekt,消毒,0,desinfekt,5837
interfer,涉ᴵ,0,interfer,3209
koncern,涉ᴷ,0,koncern,3207
padel,涉ᴾ,0,padel,3208
turbin,涡ᵀ,0,turbin,5430
vortic,涡ⱽ,0,vortic,5431
lubrik,润滑,0,lubrik,5254
hidraŭlik,液压,0,hidrau^lik,5845
elu,淋ᴱ,0,elu,3971
limf,淋ᴸ,0,limf,3969
gonokok,淋菌,0,gonokok,6532
paŝtel,淡ᴾ,0,pas^tel,5810
kongest,淤ᴷ,0,kongest,6180
lasciv,淫ᴸ,0,lasciv,5491
obscen,淫ᴼ,0,obscen,5490
karmezin,深红,0,karmezin,6962
sinkret,混ˢ,0,sinkret,1749
kaos,混乱,0,kaos,7139
beton,混凝,0,beton,5538
likvid,清ᴸ,0,likvid,772
net,清ᴺ,0,net,771
puritan,清教,0,puritan,6425
sufuz,渗ˢ,0,sufuz,5651
eksud,渗ᴱ,0,eksud,5650
korak,渡鸦,0,korak,6970
skori,渣ˢ,0,skori,5155
rekrement,渣ᴿ,0,rekrement,5156
aspir,渴ᴬ,0,aspir,3029
dipso,渴ᴰ,0,dipso,3030
ekskurs,游ᴱ,0,ekskurs,2908
turism,游ᵀ,0,turism,2907
geril,游击,0,geril,6137
goliard,游学,0,goliard,7687
lobi,游说,0,lobi,6678
sinu,湾ˢ,0,sinu,4012
deven,源ᴰ,0,deven,3270
etim,源ᴱ,0,etim,3269
genez,源ᴳ,0,genez,3268
ski,滑ˢ,0,ski,3170
talk,滑石,0,talk,7618
glis,滑翔,0,glis,5997
puli,滑轮,0,puli,6309
bleni,滑鱼,0,bleni,7333
histerez,滞ᴴ,0,histerez,5693
kontent,满ᴷ,0,kontent,866
strand,滩ˢ,0,strand,6400
titr,滴定,0,titr,7011
tiktak,滴答,0,tiktak,7218
uruŝi,漆ᵁ,0,urus^i,5237
vernis,漆ⱽ,0,vernis,5236
stomi,漏ˢ,0,stomi,5783
funel,漏斗,0,funel,5164
dedukt,演绎,0,dedukt,6223
orator,演说,0,orator,5268
latent,潜ᴸ,0,latent,5279
skafandr,潜衣,0,skafandr,6481
gavi,潜鸟,0,gavi,6468
likvesk,潮解,0,likvesk,7637
stimul,激ˢ,0,stimul,3666
laser,激光,0,laser,6867
torent,激流,0,torent,5334
hormon,激素,0,hormon,7066
arbust,灌木,0,arbust,5416
mard,火ᴹ,0,mard,347
vulkan,火山,0,vulkan,5355
musked,火枪,0,musked,6642
lapil,火砾,0,lapil,7544
raket,火箭,0,raket,5824
tindr,火绒,0,tindr,7686
ŝink,火腿,0,ŝink,4797
spark,火花,0,spark,5896
pulv,火药,0,pulv,4331
kremaci,火葬,0,kremaci,6172
meleagr,火鸡,0,meleagr,6545
lantern,灯笼,0,lantern,5238
kalk,灰ᴷ,0,kalk,1969
cindr,灰ᶜ,0,cindr,1970
primat,灵长,0,primat,7495
sinistr,灾ˢ,0,sinistr,4423
plag,灾ᴾ,0,plag,4421
stov,炉ˢ,0,stov,3572
etuv,炉ᴱ,0,etuv,3575
kamen,炉ᴷ,0,kamen,3571
mufl,炉ᴹ,0,mufl,3573
inflam,炎ᴵ,0,inflam,3712
bravur,炫ᴮ,0,bravur,5689
braĝ,炭ᴮ,0,brag^,3582
antraks,炭疮,0,antraks,7178
petard,炮ᴾ,0,petard,5385
artileri,炮兵,0,artileri,6304
afust,炮架,0,afust,7219
dinamit,炸ᴰ,0,dinamit,4004
benjet,炸糕,0,benjet,6961
desert,点ᴰ,0,desert,1220
afinaci,炼ᴬ,0,afinaci,6640
alkemi,炼金,0,alkemi,7638
tabak,烟ᵀ,0,tabak,2803
cigared,烟ᶜ,0,cigared,2804
pip,烟斗,0,pip,3507
fulg,烟灰,0,fulg,3814
nikotin,烟碱,0,nikotin,7253
graten,烤ᴳ,0,graten,3925
rost,烤ᴿ,0,rost,3924
toast,烤包,0,toast,6856
kebab,烤肉,0,kebab,7483
agac,烦ᴬ,0,agac,4102
kalcin,烧ᴷ,0,kalcin,3987
brog,烫ᴮ,0,brog,4008
ard,热ᴬ,0,ard,2829
entuziasm,热ᴱ,0,entuziasm,2831
term,热ᵀ,0,term,2828
fervor,热ᶠ,0,fervor,2830
tropik,热带,0,tropik,4494
gastronomi,烹ᴳ,0,gastronomi,1582
veld,焊ⱽ,0,veld,5552
fen,焚风,0,fen,7056
gudr,焦油,0,gudr,5182
fokus,焦点,0,fokus,5509
eskar,焦疤,0,eskar,6936
karamel,焦糖,0,karamel,6227
ilumin,照ᴵ,0,ilumin,3499
stuf,煮ˢ,0,stuf,5892
brez,煮ᴮ,0,brez,5894
frikas,煮ᶠ,0,frikas,5893
gulaŝ,煮牛,0,gulas^,7647
demagog,煽动,0,demagog,6860
pand,熊猫,0,pand,7696
laf,熔岩,0,laf,6829
krisol,熔锅,0,krisol,6476
familiar,熟ᶠ,0,familiar,2896
fuel,燃ᶠ,0,fuel,1076
frak,燕尾,0,frak,5163
fring,燕雀,0,fring,6600
aven,燕麦,0,aven,4907
klik,爪ᴷ,0,klik,3643
grimp,爬ᴳ,0,grimp,3698
krabl,爬ᴷ,0,krabl,3699
saŭr,爬虫,0,sau^r,6286
patriot,爱国,0,patriot,6641
split,片ˢ,0,split,1193
lamen,片ᴸ,0,lamen,1192
skist,片岩,0,skist,5879
format,版ᶠ,0,format,4361
gingiv,牙肉,0,gingiv,6388
oks,牛ᴼ,0,oks,1924
poefag,牛ᴾ,0,poefag,1925
bifstek,牛排,0,bifstek,4993
sukijak,牛锅,0,sukijak,7598
peoni,牡丹,0,peoni,6715
taŭr,牡牛,0,tau^r,5544
nomad,牧ᴺ,0,nomad,3762
gres,牧草,0,gres,6422
objekt,物ᴼ,0,objekt,240
fizik,物理,0,fizik,3991
fetiĉ,物神,0,fetic^,6464
ekstr,特ᴱ,0,ekstr,3033
karakteriz,特ᴷ,0,karakteriz,3036
trajt,特ᵀ,0,trajt,3035
ejgen,特征,0,ejgen,6880
privilegi,特权,0,privilegi,5917
patent,特许,0,patent,5522
dog,犬ᴰ,0,dog,1542
kanis,犬ᴷ,0,kanis,1543
delir,狂ᴰ,0,delir,3682
histeri,狂ᴴ,0,histeri,3687
rabi,狂ᴿ,0,rabi,3685
frenez,狂ᶠ,0,frenez,3683
karnaval,狂欢,0,karnaval,5221
apart,独ᴬ,0,apart,1794
diktator,独裁,0,diktator,5725
sfinks,狮面,0,sfinks,6830
grif,狮鹰,0,grif,6118
gehen,狱ᴳ,0,gehen,5081
narak,狱ᴺ,0,narak,5082
prizon,狱ᴾ,0,prizon,5083
pred,猎ᴾ,0,pred,2756
spekulativ,猜ˢ,0,spekulativ,3663
konjekt,猜ᴷ,0,konjekt,3662
su,猪ˢ,0,su,2576
apr,猪ᴬ,0,apr,2575
ŝmalc,猪油,0,s^malc,7662
felis,猫ᶠ,0,felis,1558
dediĉ,献ᴰ,0,dediĉ,3425
konsekr,献ᴷ,0,konsekr,3426
sajmiri,猴ˢ,0,sajmiri,6918
aot,猴ᴬ,0,aot,6899
entel,猴ᴱ,0,entel,6906
gibon,猴ᴳ,0,gibon,6907
hapal,猴ᴴ,0,hapal,6903
indri,猴ᴵ,0,indri,6908
kolob,猴ᴷ,0,kolob,6904
loris,猴ᴸ,0,loris,6909
magot,猴ᴹ,0,magot,6910
orangutan,猴ᴼ,0,orangutan,6921
piteci,猴ᴾ,0,piteci,6914
resus,猴ᴿ,0,resus,6902
titi,猴ᵀ,0,titi,6901
kiv,猴桃,0,kiv,6547
susceptibl,率ˢ,0,susceptibl,3542
jad,玉ᴶ,0,jad,7211
maiz,玉米,0,maiz,5142
gliptik,玉雕,0,gliptik,6826
atut,王牌,0,atut,6477
oniks,玛瑙,0,oniks,6390
petol,玩ᴾ,0,petol,1601
bracelet,环ᴮ,0,bracelet,3303
tor,环ᵀ,0,tor,3304
cikl,环ᶜ,0,cikl,3301
epoksi,环氧,0,epoksi,6946
atol,环礁,0,atol,7713
aper,现ᴬ,0,aper,660
kontant,现ᴷ,0,kontant,664
modern,现ᴹ,0,modern,661
fenomen,现ᶠ,0,fenomen,663
glac,玻ᴳ,0,glac,1903
perlamot,珠层,0,perlamot,7464
sfer,球ˢ,0,sfer,2942
bulb,球ᴮ,0,bulb,2943
glob,球ᴳ,0,glob,2941
futbal,球ᶠ,0,futbal,2945
kokcidi,球虫,0,kokcidi,7244
gol,球门,0,gol,5729
logik,理ᴸ,0,logik,1867
raci,理ᴿ,0,raci,1865
trakt,理ᵀ,0,trakt,1866
harp,琴ᴴ,0,harp,4737
lir,琴ᴸ,0,lir,4736
orgen,琴ᴼ,0,orgen,4738
citr,琴ᶜ,0,citr,4740
violon,琴ⱽ,0,violon,4741
tetr,琴鸡,0,tetr,7129
dafn,瑞香,0,dafn,6975
kukum,瓜ᴷ,0,kukum,4702
petal,瓣ᴾ,0,petal,5406
karaf,瓶ᴷ,0,karaf,2746
flakon,瓶ᶠ,0,flakon,2747
kaolin,瓷土,0,kaolin,6578
kahel,瓷砖,0,kahel,5198
glicerin,甘油,0,glicerin,6363
gliciriz,甘草,0,gliciriz,6490
kamomil,甘菊,0,kamomil,6758
batat,甘薯,0,batat,7366
limed,甜柠,0,limed,7120
paprik,甜椒,0,paprik,7502
bet,甜菜,0,bet,4992
biologi,生ᴮ,0,biologi,852
gen,生ᴳ,0,gen,853
okaz,生ᴼ,0,okaz,851
poez,生ᴾ,0,poez,857
laktuk,生菜,0,laktuk,6757
aplik,用ᴬ,0,aplik,1285
hub,田ᴴ,0,hub,765
idili,田园,0,idili,7306
atletik,田径,0,atletik,7718
skarab,甲ˢ,0,skarab,5446
blend,甲ᴮ,0,blend,5447
metil,甲ᴹ,0,metil,5445
ferdek,甲板,0,ferdek,5498
metoksi,甲氧,0,metoksi,7600
tiroid,甲状,0,tiroid,5601
bateri,电ᴮ,0,bateri,3127
galvan,电ᴳ,0,galvan,3129
pil,电ᴾ,0,pil,3126
teleks,电传,0,teleks,7414
induktanc,电感,0,induktanc,6415
kurent,电流,0,kurent,5232
faradiz,电疗,0,faradiz,7353
tram,电车,0,tram,5336
gimnot,电鱼,0,gimnot,7230
horizont,界ᴴ,0,horizont,821
mond,界ᴹ,0,mond,820
evaku,疏散,0,evaku,6052
suspekt,疑ˢ,0,suspekt,1420
hipokondri,疑病,0,hipokondri,7655
kazu,疑难,0,kazu,7268
pest,疫ᴾ,0,pest,5031
vakcin,疫苗,0,vakcin,4121
aft,疮ᴬ,0,aft,5799
skab,疮疤,0,skab,5927
ekzantem,疹ᴱ,0,ekzantem,6300
simptom,症ˢ,0,simptom,5709
tikl,痒ᵀ,0,tikl,4823
urtik,痒ᵁ,0,urtik,4824
variol,痘ⱽ,0,variol,4860
algi,痛ᴬ,0,algi,1418
podagr,痛风,0,podagr,6872
imbecil,痴ᴵ,0,imbecil,6356
kreten,痴ᴷ,0,kreten,6355
tumor,瘤ᵀ,0,tumor,5346
aken,瘦果,0,aken,5755
albin,白ᴬ,0,albin,1073
leŭko,白ᴸ,0,leu^ko,1074
difteri,白喉,0,difteri,7636
beŝamel,白汁,0,bes^amel,7352
inkandesk,白热,0,inkandesk,5816
kret,白石,0,kret,4227
leŭkocit,白胞,0,leu^kocit,6603
albugine,白膜,0,albugine,7313
termit,白蚁,0,termit,7284
alb,白袍,0,alb,7479
platen,白金,0,platen,6693
alburn,白鱼,0,alburn,7085
hekto,百ᴴ,0,hekto,139
milion,百万,0,milion,2903
lili,百合,0,lili,5136
centuri,百队,0,centuri,7212
rota,皇院,0,rota,6932
derm,皮ᴰ,0,derm,2824
kortik,皮ᴷ,0,kortik,2826
pelt,皮ᴾ,0,pelt,2823
fel,皮ᶠ,0,fel,2822
tar,皮重,0,tar,5922
grimac,皱ᴳ,0,grimac,4367
krisp,皱ᴷ,0,krisp,4369
falt,皱ᶠ,0,falt,4368
krep,皱绸,0,krep,5904
lab,皱胃,0,lab,6362
basen,盆ᴮ,0,basen,4635
iliak,盆骨,0,iliak,7295
benefic,益ᴮ,0,benefic,1658
pekl,盐浸,0,pekl,5272
monitor,监ᴹ,0,monitor,5754
kurator,监护,0,kurator,6749
kased,盒ᴷ,0,kased,3027
helm,盔ᴴ,0,helm,5513
disk,盘ᴰ,0,disk,2646
inventar,盘ᴵ,0,inventar,2648
plet,盘ᴾ,0,plet,2647
onkocerk,盘尾,0,onkocerk,7399
alianc,盟ᴬ,0,alianc,4794
kartel,盟ᴷ,0,kartel,4795
palpebr,目皮,0,palpebr,4720
anopsi,盲ᴬ,0,anopsi,3098
cekum,盲肠,0,cekum,6496
